"","CON02_T1","CON05_T1","CON06_T1","CON07_T1","CON08_T1","CON09_T1","CON10_T1","CON11_T1","CON12_T1","CON13_T1","CON14_T1","CON17_T1","CON18_T1","CON19_T1","CON20_T1","CON21_T1","CON22_T1"
"BOLA2-SMG1P6",0,0,2,3,0,4,1,0,2,3,2,0,6,6,2,3,4
"BOLA2B",16,6,10,8,5,15,3,3,4,23,3,3,10,10,9,4,2
"BOLA2P1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BOLA2P2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BOLA2P3",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"BOLA3",32,35,80,53,66,138,51,35,41,32,30,72,118,108,46,54,30
"BOLA3-DT",27,23,19,37,42,39,13,19,12,17,31,26,40,54,18,16,13
"BOLA3P1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BOLA3P2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BOLA3P3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BOLA3P4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BOLL",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"BOP1",496,499,723,605,360,817,353,298,362,390,347,547,1027,769,312,333,283
"BORA",131,154,177,193,156,299,147,76,69,116,141,175,310,332,94,111,97
"BORCS5",141,215,210,193,163,256,190,178,113,166,127,201,289,283,118,133,85
"BORCS6",639,671,991,794,480,810,406,438,391,558,447,510,1067,997,459,553,394
"BORCS7",166,154,176,148,229,565,234,126,143,193,78,197,346,401,100,307,141
"BORCS7-ASMT",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"BORCS8",316,619,663,449,312,788,449,499,297,382,418,451,677,942,269,380,232
"BORCS8-MEF2B",3,15,16,9,7,15,8,10,4,8,6,8,12,21,2,1,6
"BORCS8P1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BPESC1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BPGM",466,908,486,1204,538,463,986,341,1034,464,1480,290,514,569,1984,368,917
"BPHL",82,131,145,73,97,203,95,39,71,66,59,95,178,262,79,74,39
"BPI",36,152,172,82,32,90,50,266,56,77,97,68,109,331,131,112,29
"BPIFA1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BPIFA2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BPIFA3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BPIFA4P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BPIFB1",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"BPIFB2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BPIFB3",0,0,0,1,6,2,1,0,0,0,3,5,3,1,0,2,0
"BPIFB4",0,0,0,0,3,0,0,1,0,0,1,0,0,2,1,0,0
"BPIFB5P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BPIFB6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"BPIFB9P",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BPIFC",0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1
"BPNT1",229,240,382,278,268,622,228,153,199,212,187,279,488,509,166,212,187
"BPNT2",594,713,992,717,590,1310,576,409,460,554,573,794,1292,1370,423,528,450
"BPNT2P1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BPTF",830,1440,1376,1354,1158,1849,935,797,976,833,1420,1546,2422,2751,653,812,640
"BPTFP1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BPY2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BPY2B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BPY2C",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BPY2DP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BRAF",517,826,882,698,567,1212,584,603,592,510,923,818,1341,1702,430,516,421
"BRAFP1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BRAP",476,618,729,641,416,807,400,469,420,455,519,605,1022,1041,381,412,304
"BRAT1",910,1311,1832,1327,883,1995,919,1059,865,1275,832,1325,2144,2211,795,944,676
"BRCA1",78,158,126,120,106,135,97,107,86,92,133,144,227,224,95,112,63
"BRCA1P1",6,3,1,1,4,6,2,0,3,0,2,3,5,7,0,3,2
"BRCA2",26,51,32,42,41,94,36,28,31,30,41,70,103,102,30,41,24
"BRCC3",237,354,319,311,317,664,217,182,221,315,290,313,633,611,235,278,167
"BRCC3P1",0,2,1,0,2,5,1,3,1,0,1,3,2,3,0,0,0
"BRD1",755,1280,1368,1237,974,1895,962,659,729,780,935,1204,2064,2106,563,745,581
"BRD10",364,663,684,671,569,978,468,417,407,381,604,700,1194,1436,267,404,279
"BRD2",4455,6771,7132,6814,4808,10813,4307,3803,4283,4312,5194,6978,12297,11559,3734,4411,3588
"BRD3",598,879,1194,957,730,1125,590,703,702,654,871,961,1628,1650,509,786,470
"BRD3OS",215,259,332,299,203,519,181,199,194,180,202,273,486,507,147,179,180
"BRD4",1493,3050,2597,2926,1991,2825,1780,1928,2325,1898,2767,2280,3906,4336,1763,1779,1319
"BRD7",1083,1444,1510,1393,1302,2650,1065,903,1107,1034,1162,1481,2619,2264,818,880,694
"BRD7P1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BRD7P2",2,5,1,1,0,3,1,2,2,5,5,1,1,3,2,3,2
"BRD7P3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BRD7P4",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"BRD7P5",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"BRD7P6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BRD7P7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BRD8",794,1392,1480,1234,990,1825,1041,957,806,824,1058,1083,1952,2417,656,853,552
"BRD9",636,913,1091,939,623,1612,582,507,548,659,664,916,1697,1633,479,552,460
"BRD9P1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BRD9P2",0,1,0,1,1,0,0,0,1,0,0,1,1,2,0,0,0
"BRDT",0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"BRDTP1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BRF1",464,652,885,724,552,974,505,398,433,541,531,758,1259,1155,389,409,296
"BRF2",231,263,375,306,230,512,213,213,196,231,205,332,532,478,226,226,190
"BRI3",1520,1721,3445,1962,1101,2153,1380,2550,1405,1893,1353,1431,2177,2808,1880,2217,1210
"BRI3BP",641,748,820,752,561,1147,413,508,532,482,1265,826,1371,1445,423,564,367
"BRI3BPP1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BRI3P1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BRI3P2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BRI3P3",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BRICD5",143,192,237,221,151,265,162,115,109,160,194,119,223,328,85,171,86
"BRINP1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BRINP2",0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
"BRINP3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BRINP3-DT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BRIP1",24,18,15,21,22,51,17,14,8,15,26,50,64,35,10,17,14
"BRIX1",169,202,242,216,235,584,188,94,102,179,107,276,467,365,152,210,156
"BRIX1P1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BRK1",1726,1661,2403,1714,1571,3616,1383,1233,1070,1690,1365,1690,3026,3205,1347,2158,1368
"BRK1P1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BRK1P2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BRME1",11,20,21,25,16,10,8,1,4,7,11,16,22,28,10,7,1
"BRMS1",904,1141,1537,1201,780,1529,765,711,672,909,695,1044,1804,1710,745,1066,620
"BRMS1L",47,70,64,43,39,137,56,28,24,47,47,81,109,114,27,35,23
"BROX",853,1160,1593,1090,955,1706,948,944,1044,950,1012,1222,1899,2282,767,1209,645
"BRPF1",588,893,962,798,628,1292,466,467,570,541,714,803,1447,1538,419,506,399
"BRPF3",615,885,1020,814,591,1267,534,497,656,480,790,916,1604,2104,379,547,429
"BRPF3-AS1",13,13,12,27,32,30,15,12,13,15,16,28,44,31,11,13,14
"BRS3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BRSK1",20,46,37,47,37,42,21,1,13,21,20,28,47,49,26,22,13
"BRSK1-AS1",5,3,20,4,3,7,6,9,5,8,3,7,12,8,8,2,6
"BRSK2",1,7,1,3,5,2,0,0,0,2,2,3,6,7,0,3,0
"BRWD1",714,1052,1202,961,911,2165,853,578,685,735,813,1163,1943,2281,513,668,499
"BRWD1-AS1",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"BRWD1-IT1",0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0
"BRWD1P1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BRWD1P2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BRWD1P3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BRWD3",446,857,974,828,685,1211,581,585,770,570,915,797,1260,2096,494,666,398
"BSCL2",53,75,76,93,90,112,67,50,65,37,72,93,179,129,61,67,47
"BSDC1",1209,1846,2060,1803,1443,2808,1412,1078,1176,1221,1816,1879,3102,3524,1222,1190,936
"BSG",6081,7784,9175,10256,4378,6901,6159,7939,8037,5749,8569,5022,8834,9603,11011,5327,6954
"BSG-AS1",11,0,20,10,11,36,26,20,12,19,31,11,19,54,12,10,1
"BSN",4,7,6,2,7,10,2,2,2,7,5,5,7,15,2,0,3
"BSN-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BSN-DT",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"BSND",0,7,2,0,0,0,0,0,0,3,0,0,0,0,1,0,0
"BSNDP1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BSNDP2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BSNDP3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BSNDP4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BSPH1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BSPRY",8,9,5,21,0,9,0,8,8,25,12,10,21,27,13,4,10
"BST1",969,1938,2839,1720,828,1713,1313,2168,1046,1371,1666,1064,1690,3271,1138,1777,753
"BST2",1786,1896,3142,2207,1281,3266,1718,1317,1520,1995,1458,3223,5491,2951,2276,2102,1436
"BSX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BTAF1",714,1383,1266,1056,1006,2950,1016,507,677,710,831,1536,2502,2630,527,680,559
"BTBD1",657,801,1003,829,840,1718,713,463,547,653,689,982,1571,1672,503,643,427
"BTBD10",375,420,556,483,454,773,377,314,362,446,356,463,815,1182,390,482,348
"BTBD10P1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"BTBD10P2",0,0,1,0,0,2,0,0,3,1,5,0,3,4,0,4,0
"BTBD16",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"BTBD17",1,0,2,1,3,3,1,0,0,0,0,0,0,4,0,1,0
"BTBD18",0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1
"BTBD19",23,81,48,64,49,84,72,62,41,44,52,36,59,100,21,27,29
"BTBD2",1218,1738,2245,1705,1184,2468,1062,898,867,1235,1188,1756,3128,2378,1103,1059,858
"BTBD3",71,119,124,91,77,176,57,64,53,74,66,123,157,145,77,64,92
"BTBD3-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BTBD6",703,737,1198,955,584,1413,607,378,419,515,441,771,1345,1116,548,677,439
"BTBD6P1",26,49,23,40,34,47,19,17,20,23,48,55,76,77,16,20,9
"BTBD7",340,506,575,455,427,818,365,342,405,344,504,510,864,1063,245,374,272
"BTBD7P1",4,5,2,7,2,15,10,5,0,3,5,1,2,7,1,4,1
"BTBD7P2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BTBD8",0,12,2,2,2,7,5,1,5,8,5,1,7,16,0,3,1
"BTBD9",308,476,480,518,331,590,269,264,284,291,385,445,822,771,249,332,236
"BTBD9-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BTC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BTD",241,295,430,264,173,304,193,196,167,211,237,235,512,443,174,221,180
"BTF3",5117,5815,7111,6515,7892,12642,5131,2866,4274,5700,4101,5676,10875,9757,7219,6458,4852
"BTF3-DT",8,5,8,0,9,12,3,0,2,7,4,5,1,7,3,7,7
"BTF3L4",510,701,950,617,693,1759,719,386,497,541,579,750,1209,1343,477,662,494
"BTF3L4P1",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"BTF3L4P2",0,0,1,1,0,3,2,3,1,2,2,2,1,1,1,1,4
"BTF3L4P3",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"BTF3L4P4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BTF3P1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BTF3P10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BTF3P11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BTF3P12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BTF3P13",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"BTF3P14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BTF3P15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BTF3P16",8,1,2,0,2,5,0,0,1,0,2,4,5,5,2,0,1
"BTF3P2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BTF3P3",0,2,1,1,1,6,7,0,4,4,0,6,9,3,0,2,1
"BTF3P4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BTF3P5",0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0
"BTF3P6",1,0,1,0,0,0,4,0,0,1,0,0,0,0,0,0,0
"BTF3P7",0,2,1,0,1,0,1,0,0,0,2,0,1,1,0,4,1
"BTF3P8",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"BTF3P9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BTG1",9179,11465,16177,14314,8649,18583,9011,9052,7348,12233,8802,11513,19292,22431,7203,9808,6677
"BTG1-DT",28,56,35,43,65,102,38,15,19,54,32,59,117,89,30,34,14
"BTG1P1",41,41,72,56,35,101,29,15,8,20,10,35,57,61,8,17,20
"BTG2",4276,6441,8467,5547,4305,9891,4586,5873,4777,4722,4543,5428,9169,11110,4606,4592,3312
"BTG2-DT",4,12,7,12,17,10,5,14,4,7,6,7,9,16,9,1,7
"BTG3",64,66,82,79,79,173,55,46,38,81,35,106,164,168,57,78,37
"BTG3-AS1",0,0,2,1,1,1,0,0,1,0,2,0,1,2,2,0,0
"BTG3P1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BTG4",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"BTG4P1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BTK",1826,2220,2308,2417,1649,2860,1564,1509,1691,1910,2332,2434,3902,3832,1543,1663,1428
"BTLA",348,396,331,386,406,1274,287,131,379,433,310,667,1085,1276,268,342,293
"BTN1A1",13,13,1,9,1,1,10,5,10,1,1,9,25,6,2,4,4
"BTN2A1",1163,2120,2136,2031,1513,3797,1763,1558,1582,1554,1427,1722,2772,3688,1233,1588,1128
"BTN2A2",368,583,517,605,487,1100,312,320,490,482,490,679,963,1049,337,423,383
"BTN2A3P",21,74,73,55,28,168,28,19,37,33,29,66,113,76,42,39,29
"BTN3A1",3063,5503,5424,5661,4845,8761,3123,2737,4538,3836,3872,6533,10353,9403,2806,3665,2775
"BTN3A2",4912,5970,6622,6205,5983,9135,4205,3145,4937,4138,4498,6578,11242,10252,1987,4565,3221
"BTN3A3",1352,2238,2161,2112,1705,3409,1716,923,1376,1140,1330,2358,3991,3579,1115,1255,972
"BTNL10P",4,4,6,4,5,1,5,5,11,9,11,2,6,5,7,4,10
"BTNL12P",0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
"BTNL2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BTNL3",3,6,6,1,5,13,6,13,1,5,110,7,13,370,7,10,0
"BTNL8",289,616,744,506,312,362,447,615,321,368,201,280,395,902,346,850,200
"BTNL9",20,36,27,43,21,17,37,22,31,16,6,81,126,12,6,27,7
"BTRC",259,442,429,381,304,565,301,186,242,266,351,487,775,709,198,233,183
"BUB1",38,37,25,64,32,62,65,42,26,56,48,82,123,62,70,34,21
"BUB1B",8,7,6,20,10,11,9,16,14,0,14,20,41,31,17,13,1
"BUB1B-PAK6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BUB1P1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BUB3",1551,1737,2061,1684,1507,3593,1390,839,1031,1305,1214,2030,3532,3159,1014,1159,897
"BUB3P1",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"BUD13",481,595,667,576,395,846,346,387,341,430,401,592,1013,1034,409,402,305
"BUD13-DT",0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
"BUD13P1",0,0,0,3,0,2,0,0,1,0,1,0,2,1,0,0,1
"BUD23",818,1026,1116,1029,707,1698,704,541,611,800,615,1067,1729,1442,570,640,481
"BUD31",573,712,968,737,679,1003,463,523,460,607,452,667,1021,1296,663,988,472
"BUD31P1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BUD31P2",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BYSL",166,146,270,177,116,336,112,118,107,154,119,165,257,280,136,93,92
"BZW1",1758,2160,2816,2313,1837,4102,1763,1454,1446,1570,1842,2443,4346,4733,1300,1757,1367
"BZW1-AS1",0,0,0,0,0,5,0,0,0,0,0,2,0,2,0,0,0
"BZW1P1",0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0
"BZW1P2",0,1,4,5,1,5,1,4,3,1,3,4,5,10,2,4,1
"BZW2",529,593,701,574,555,1316,516,271,312,498,347,639,1207,1014,388,368,330
"C10orf105",134,412,302,249,187,358,282,262,239,196,156,183,309,479,250,177,184
"C10orf120",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C10orf143",40,72,66,41,62,159,58,23,39,44,39,45,93,106,29,45,35
"C10orf53",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C10orf55",1,3,1,0,0,0,1,1,0,1,3,0,0,2,0,5,0
"C10orf62",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C10orf67",0,2,1,0,0,2,0,1,0,0,1,0,1,0,0,0,0
"C10orf67-AS1",0,0,1,0,0,2,0,1,0,0,0,0,0,0,1,0,0
"C10orf71",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"C10orf71-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C10orf88",135,135,174,110,146,432,140,83,95,126,124,178,341,332,98,122,117
"C10orf88B",20,18,16,24,19,58,13,4,16,5,11,16,31,29,10,8,3
"C10orf90",0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0
"C10orf95",2,1,0,0,0,2,1,2,0,1,1,1,1,1,5,2,1
"C10orf95-AS1",438,548,588,541,525,1142,441,241,274,411,347,638,1076,1012,300,332,264
"C11orf16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C11orf21",2185,3735,4901,4205,2202,5047,2011,1293,1770,2340,3367,3423,5730,4806,1658,1870,1404
"C11orf24",335,363,447,450,297,695,267,291,282,366,299,473,690,694,266,239,239
"C11orf40",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"C11orf42",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C11orf52",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C11orf54",285,481,500,459,326,1027,372,241,244,341,392,446,708,1134,304,406,277
"C11orf58",1328,1563,1779,1513,1993,4237,1389,743,1027,1260,1038,2190,3756,3426,1188,1657,1075
"C11orf65",3,4,1,5,6,6,2,0,2,0,2,8,5,21,2,0,3
"C11orf68",981,1255,1822,1409,818,1498,813,899,841,1112,866,1178,2030,1853,785,977,676
"C11orf71",112,96,167,116,107,237,93,68,70,99,72,111,222,216,71,102,70
"C11orf86",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"C11orf87",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"C11orf91",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C11orf96",0,2,2,0,3,2,0,1,0,4,0,0,4,11,0,0,0
"C11orf97",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C11orf98",6,1,2,8,0,10,1,0,0,6,3,4,3,7,1,1,3
"C11orf98P1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C11orf98P2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C11orf98P3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C12orf42",31,34,27,45,36,74,25,27,20,40,37,47,87,89,28,20,15
"C12orf42-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C12orf43",221,291,405,276,227,482,187,136,138,220,181,310,459,525,185,185,115
"C12orf50",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"C12orf54",0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"C12orf56",0,1,0,0,1,1,0,0,0,3,1,1,1,0,0,0,0
"C12orf57",1180,813,1302,727,1498,2774,961,371,388,799,504,886,1673,1669,1043,1030,879
"C12orf60",8,6,4,9,6,11,10,2,1,8,5,16,10,16,3,9,11
"C12orf71",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C12orf71BP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C12orf75",309,299,432,375,442,584,217,164,180,295,164,332,568,572,254,341,178
"C12orf75-AS1",0,4,1,0,2,2,0,0,0,0,1,0,1,5,1,2,1
"C12orf76",259,342,416,343,468,651,316,181,183,264,218,350,567,584,235,331,204
"C13orf42",1,0,0,0,0,0,0,0,0,0,0,10,5,0,0,0,1
"C14orf119",1319,1186,1655,1461,825,2233,865,826,838,942,1023,1362,2286,2076,892,919,808
"C14orf119P1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C14orf132",71,105,159,65,29,49,86,24,30,70,87,78,178,54,9,18,15
"C14orf180",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C14orf39",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C14orf93",250,432,486,411,281,604,287,264,246,302,265,372,676,543,243,271,232
"C15orf32",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C15orf39",2655,5749,6459,4349,2868,4256,3059,5123,4611,3678,5259,4115,6704,7349,3286,4431,2541
"C15orf40",332,451,594,427,436,936,323,189,264,321,303,488,777,802,285,290,213
"C15orf48",8,2,8,15,0,10,9,13,4,9,1,1,12,5,13,3,8
"C15orf61",83,66,118,88,80,162,64,54,39,61,44,63,151,124,53,71,45
"C15orf62",20,46,45,44,29,37,38,21,10,8,5,29,36,45,12,14,16
"C16orf46",4,9,4,6,4,20,0,4,2,10,4,4,16,15,5,5,2
"C16orf46-DT",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"C16orf54",5158,7835,10037,6604,4200,9735,5083,5507,5198,4990,5545,6584,10886,12068,5063,6215,3117
"C16orf74",131,186,185,169,87,358,85,103,108,200,101,187,254,316,135,120,108
"C16orf78",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C16orf82",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"C16orf86",66,111,166,96,84,135,60,41,60,83,60,88,111,99,84,69,70
"C16orf87",89,100,135,106,105,202,88,81,44,71,64,140,209,196,63,92,70
"C16orf89",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C16orf90",0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,3,0
"C16orf92",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C16orf95",10,7,10,4,6,9,6,6,6,6,2,0,15,9,5,2,3
"C16orf95-DT",2,1,1,0,5,2,0,3,1,1,2,5,3,3,1,4,0
"C16orf96",6,4,8,3,10,17,1,0,3,6,5,9,15,6,1,3,1
"C17orf100",16,39,45,48,28,75,23,17,30,35,22,27,51,56,16,29,25
"C17orf107",10,17,36,7,16,25,7,10,6,4,7,12,18,32,12,11,8
"C17orf113",1,11,5,5,5,10,8,1,1,2,3,5,18,11,6,1,8
"C17orf114",0,2,7,2,1,0,4,1,0,4,1,1,3,5,1,5,0
"C17orf50",0,0,1,1,2,0,0,1,7,4,5,2,10,3,1,0,0
"C17orf58",22,24,48,37,27,47,19,16,16,23,14,28,56,46,21,24,20
"C17orf67",72,63,75,67,90,139,62,36,49,45,91,79,158,117,38,48,39
"C17orf75",138,193,224,181,174,404,176,109,110,155,127,214,359,323,83,135,123
"C17orf78",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C17orf99",8,8,14,22,6,6,3,2,32,2,8,2,14,12,21,9,11
"C18orf15",0,0,0,2,1,0,0,0,1,0,0,0,3,0,0,0,0
"C18orf21",140,161,213,160,159,366,152,100,118,159,118,174,296,319,143,217,131
"C18orf21P1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C18orf32",157,282,135,204,141,336,230,122,118,189,173,251,390,415,146,105,131
"C18orf54",39,68,59,60,57,76,72,33,57,45,51,69,144,110,43,52,60
"C18orf63",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C19orf12",582,597,761,569,539,1305,523,334,414,465,459,642,1151,1066,405,389,317
"C19orf18",9,8,7,11,5,16,2,4,1,11,9,15,12,13,6,4,3
"C19orf25",633,785,1061,703,537,1053,634,468,539,633,565,690,1055,1268,441,643,378
"C19orf33",14,4,20,15,17,7,6,2,3,7,5,17,24,26,31,21,22
"C19orf38",1177,1486,2454,1659,941,1668,1073,1612,936,1447,1040,1187,1905,2086,1281,1816,925
"C19orf44",48,58,50,59,51,102,52,31,35,40,54,86,128,132,43,52,20
"C19orf47",185,192,296,201,160,335,165,122,175,187,160,219,415,439,130,176,104
"C19orf48P",293,336,520,318,261,729,258,166,170,279,195,312,583,541,199,230,184
"C19orf53",810,710,968,687,746,1432,602,395,378,606,438,712,1293,959,597,701,493
