Gene	GSM3288224_Sample_01-TI_Fe73	GSM3288229_Sample_03-TITD_Fe46	GSM3288232_Sample_04-TITD_Fe50	GSM3288235_Sample_05-TITD_Fe80	GSM3288238_Sample_06-TITD_Fe28	GSM3288241_Sample_07-TI_Fe77	GSM3288246_Sample_09-TITD_tripletC	GSM3288249_Sample_10-TI_tripletH	GSM3288252_Sample_11-TITD_tripletQ	GSM3288255_Sample_12-TITD_tripletW	GSM3288256_Sample_12-TITD_exTM_tripletW	GSM3288258_Sample_13-TITD_tripletS	GSM3288261_Sample_14-TI_tripletA	GSM3288264_Sample_15-TITD_tripletG	GSM3288268_Sample_16-TITD_tripletJ	GSM3288276_Sample_18-TI_tripletT
ARMC8	595	1285	969	1759	1070	664	568	403	1982	1143	2505	2011	1183	2506	2210	1913
ARMC9	129	83	65	75	99	66	39	64	125	21	46	200	45	94	97	74
ARMCX1	36	13	10	12	10	39	0	0	3	1	1	52	1	4	1	1
ARMCX2	0	0	0	0	0	4	0	0	0	0	0	7	0	0	0	0
ARMCX3	75	573	542	263	450	415	89	46	207	148	223	678	157	429	328	203
ARMCX4	9	3	2	5	12	18	3	1	3	8	14	20	6	9	12	6
ARMCX5	1	138	89	154	149	72	17	5	52	43	80	64	54	125	69	75
ARMCX5-GPRASP2	0	0	1	1	4	3	0	2	0	2	1	5	2	4	2	2
ARMCX6	5	186	132	109	161	143	11	8	42	12	44	115	61	130	53	36
ARMS2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARMT1	15	214	154	170	243	72	23	6	47	57	102	89	94	151	168	104
ARNT	738	473	457	568	529	522	245	225	732	325	953	1188	485	1165	703	567
ARNT2	0	1	1	2	3	3	0	0	0	0	0	0	0	0	0	0
ARNTL	0	77	69	53	48	72	6	4	44	9	98	72	50	80	65	65
ARNTL2	127	200	102	167	137	130	28	34	27	22	20	89	39	47	20	30
ARNTL2-AS1	0	0	0	0	3	1	0	0	0	0	0	0	1	0	0	0
ARPC1A	695	806	766	1069	1000	1126	805	687	2660	1199	1975	1999	1664	3193	2506	2103
ARPC1B	3784	3863	2423	2372	3116	8147	673	453	564	253	473	14890	894	1270	952	455
ARPC2	1653	3275	1792	2795	2823	5197	875	585	1738	1055	1835	11334	1541	2133	2211	1920
ARPC3	2924	3377	2433	4549	3280	4564	929	544	2731	1768	2852	8943	2586	4191	3608	3278
ARPC4	11598	3279	2258	2844	2971	4518	3323	3377	5056	1785	1911	17111	2940	3922	3931	2709
ARPC4-TTLL3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARPC5	1809	1974	1141	1658	1763	2480	532	305	1378	507	969	6210	986	1654	1981	1251
ARPC5L	2274	808	549	929	671	766	527	350	1009	258	521	1745	726	1091	972	718
ARPIN	68	16	10	23	14	55	22	23	29	27	20	106	19	30	21	20
ARPP19	351	1510	817	909	1082	679	276	224	884	364	1210	1268	764	1546	1115	931
ARPP21	0	2	1	0	0	0	0	0	0	0	0	2	0	0	0	0
ARR3	0	1	3	2	0	3	1	0	3	2	2	4	2	0	1	0
ARRB1	1173	526	343	221	477	1420	93	123	100	31	61	3942	96	258	150	53
ARRB2	3899	986	1137	1342	1439	3803	639	587	3139	3199	2056	3432	1749	2083	2213	2583
ARRDC1	1181	464	297	471	442	1343	157	162	184	51	82	2877	143	326	162	86
ARRDC1-AS1	858	231	181	447	273	450	225	240	599	200	224	683	391	643	427	302
ARRDC2	3095	1640	1752	2808	1687	4604	1082	729	3123	32918	17642	4994	2740	2684	6891	12785
ARRDC3	0	141	302	306	351	606	76	38	212	621	847	405	244	584	641	535
ARRDC3-AS1	28	25	22	32	18	48	24	24	75	37	45	105	33	101	50	54
ARRDC4	0	165	224	126	256	359	67	33	143	240	502	497	206	672	490	262
ARRDC5	14	0	0	1	0	8	0	0	0	0	1	36	0	4	0	0
ARSA	1342	448	326	451	371	1395	376	441	860	361	331	2600	407	759	603	525
ARSB	426	423	232	363	289	662	149	151	315	158	405	894	417	668	466	405
ARSD	203	75	30	22	35	423	26	46	19	9	19	847	10	65	22	16
ARSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARSF	12	1	2	8	0	3	5	5	8	4	0	10	3	2	2	1
ARSG	35	23	33	8	18	31	4	5	10	4	5	38	7	8	15	1
ARSH	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ARSI	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARSJ	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARSK	29	52	22	51	44	18	6	18	17	12	25	39	14	23	20	18
ART1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ART3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ART4	10	31	88	279	76	213	122	97	412	622	1045	233	177	591	426	500
ART5	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0
ARTN	12	14	14	28	16	20	2	0	0	2	6	22	4	6	1	4
ARV1	382	1136	951	1706	1008	652	92	51	567	171	707	425	692	1939	784	687
ARVCF	661	267	341	799	469	359	735	558	2467	641	1320	1064	1323	1820	1246	1653
ARX	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AS3MT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASAH1	123	1059	1137	1460	1285	2562	226	183	470	1128	1617	4071	578	2048	1122	1042
ASAH2	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0
ASAH2B	0	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0
ASAP1	76	674	492	675	802	318	247	152	999	1007	2798	762	947	2179	1641	1516
ASAP1-IT1	0	0	1	1	0	0	0	0	3	0	0	1	0	0	0	0
ASAP1-IT2	47	5	8	18	15	23	10	42	51	35	43	65	16	18	45	47
ASAP2	0	3	4	2	5	33	1	0	2	5	7	5	2	7	7	2
ASAP3	0	9	3	14	5	8	2	0	3	143	66	4	9	6	20	24
ASB1	1040	351	273	468	348	711	978	972	2375	957	1707	2946	1038	2345	1725	1393
ASB10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASB11	40	5	3	5	5	7	9	17	17	13	4	26	5	7	15	10
ASB12	0	4	4	4	3	6	0	0	9	0	2	9	3	7	0	2
ASB13	829	492	276	360	285	392	84	39	82	53	42	606	112	92	73	38
ASB14	5	0	1	2	2	7	1	0	1	0	0	48	2	4	0	0
ASB15	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0
ASB16	144	24	11	49	13	25	10	16	43	17	22	39	22	23	22	18
ASB16-AS1	588	142	120	339	152	244	59	44	251	78	205	250	162	289	184	178
ASB17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASB18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASB2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASB3	0	24	25	61	39	33	21	11	58	68	85	102	44	96	75	43
ASB4	0	0	1	2	2	1	1	2	0	1	1	0	1	0	3	0
ASB5	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ASB6	1355	540	432	876	558	635	385	231	1086	582	937	1141	670	1062	816	875
ASB7	145	190	127	246	182	199	70	50	184	355	385	279	134	209	283	260
ASB8	173	464	410	563	433	375	166	195	625	873	828	767	368	812	795	731
ASB9	45	3	2	6	26	12	1	2	1	0	0	23	0	2	0	1
ASB9P1	0	0	1	0	2	1	0	0	0	0	1	0	0	0	1	0
ASCC1	271	381	283	362	363	245	32	42	91	54	107	285	111	276	102	127
ASCC2	3574	1382	1422	3121	1817	2470	2104	1515	5363	4990	5501	3851	3374	5149	4169	4954
ASCC3	271	941	814	809	914	231	117	89	387	262	496	415	395	721	577	488
ASCL1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
ASCL2	33	2	3	4	8	91	11	13	1	1	2	433	2	2	7	0
ASCL3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ASCL4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASCL5	26	1	0	1	0	1	0	1	2	0	1	1	0	0	0	0
ASF1A	159	753	637	1513	879	404	171	136	667	717	1724	792	878	2540	1545	1279
ASF1B	563	1013	833	1829	1282	1513	807	971	3623	983	3548	3134	2035	4605	2861	2904
ASGR1	107	14	26	25	19	154	29	32	8	2	9	182	15	27	30	10
ASGR2	1217	22	71	40	231	1116	84	154	36	26	75	875	42	196	66	20
ASH1L	90	285	173	260	217	196	70	44	219	315	363	368	136	440	254	260
ASH1L-AS1	81	40	25	60	39	57	15	23	68	55	56	69	59	59	65	65
ASH2L	439	1281	1150	1998	1695	1096	1357	1079	4116	1331	3543	3699	1843	3283	3378	2754
ASIC1	4	1	3	2	3	13	2	0	5	1	3	4	2	6	0	2
ASIC2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASIC3	315	54	27	146	47	116	50	39	110	92	93	86	78	100	55	94
ASIC4	340	63	8	26	14	15	14	0	24	3	1	94	24	25	5	6
ASIC5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASIP	0	0	2	0	2	1	1	1	0	0	0	3	0	2	0	0
ASL	1145	857	676	568	869	1013	740	842	1323	214	486	2264	791	1131	952	657
ASMT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASMTL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASMTL-AS1	5	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ASNA1	399	2245	1876	2514	2263	2555	917	749	2521	2015	2564	4611	2271	3441	2973	3048
ASNS	1798	1607	1036	3797	1635	3662	4650	7316	9948	3058	9823	6753	4888	27566	4838	6761
ASNSD1	551	697	521	1117	687	571	295	116	807	577	814	911	554	863	945	907
ASPA	0	0	1	1	0	0	0	2	0	5	3	1	1	2	1	5
ASPDH	9	3	0	1	6	3	0	0	2	0	0	15	0	3	2	1
ASPG	0	0	0	0	0	2	0	3	0	0	0	0	0	0	0	0
ASPH	6	206	123	155	178	158	17	9	21	21	32	175	38	102	80	41
ASPHD1	43	2	4	2	4	4	4	2	3	0	0	24	3	3	4	0
ASPHD2	23	20	19	36	22	70	6	4	44	29	44	144	30	116	30	49
ASPM	774	874	622	1940	939	813	482	410	2378	1076	3823	1259	1597	4156	2905	2490
ASPN	0	1	0	4	1	0	0	1	1	0	0	1	1	2	0	0
ASPRV1	15	20	7	21	14	19	5	4	17	11	8	32	8	21	7	7
ASPSCR1	2917	526	454	718	529	1102	1314	1467	2109	624	581	3917	1075	1629	1192	994
ASRGL1	178	182	112	195	190	341	53	50	89	37	52	1226	90	142	159	113
ASS1	11	36	10	29	38	398	8	6	6	12	15	21	7	282	1	3
ASTE1	46	114	82	109	86	107	18	27	73	30	73	116	52	115	97	91
ASTL	0	0	3	2	1	1	0	0	0	0	0	0	0	0	0	0
ASTN1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASTN2	11	31	28	21	39	20	15	11	28	4	11	70	12	25	17	12
ASTN2-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ASUN	296	520	395	787	577	311	52	22	147	107	258	325	239	269	235	197
ASXL1	3306	1067	671	1744	1071	1095	873	803	2167	1285	2272	2247	1250	2764	1704	1788
ASXL2	53	126	60	80	89	43	46	30	67	52	137	75	56	99	71	74
ASXL3	48	94	137	9	59	2	0	0	0	0	0	0	0	0	0	0
ASZ1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ATAD1	752	421	286	475	344	265	91	61	204	92	210	587	193	557	327	238
ATAD2	686	846	593	1699	954	536	539	444	2114	702	3297	1225	1650	5077	2831	2225
ATAD2B	39	182	119	297	172	115	61	28	231	203	464	274	196	403	249	238
ATAD3A	2812	1055	729	1330	984	882	1383	746	1657	297	448	2022	1037	969	1039	707
ATAD3B	2326	531	380	861	502	538	802	420	824	177	275	1599	613	544	475	566
ATAD3C	80	11	16	11	15	16	18	35	34	25	17	66	18	24	17	25
ATAD5	283	328	279	574	315	247	277	246	1071	179	749	728	541	1663	966	833
ATAT1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ATCAY	49	10	14	35	15	21	27	45	46	26	28	103	18	21	33	38
ATE1	5	285	127	260	203	92	82	57	153	102	133	331	133	214	175	159
ATE1-AS1	0	0	0	1	1	2	4	0	0	1	0	12	0	1	0	0
ATF1	92	375	176	310	307	158	92	68	211	203	442	244	203	455	480	289
ATF2	119	408	288	420	352	152	37	31	183	177	507	340	167	602	324	322
ATF3	1	55	76	136	77	379	153	137	365	322	985	230	558	1336	538	596
ATF4	19834	6197	4923	8511	6204	10807	7159	4695	14657	5233	9433	19123	8376	21361	10607	9094
ATF5	2218	1011	520	1260	808	1354	720	887	1014	395	1335	1679	834	14655	411	701
ATF6	279	1119	724	743	994	967	244	156	745	413	911	1172	553	3062	776	763
ATF6B	66	30	0	34	33	0	4	12	84	23	50	119	37	238	40	70
ATF7	81	290	188	402	320	307	64	28	177	159	349	391	178	421	225	227
ATF7IP	397	541	328	570	470	461	328	309	886	717	1529	1252	465	1530	998	864
ATF7IP2	979	168	210	325	241	324	95	76	245	169	227	728	245	815	279	247
ATG10	216	130	107	161	87	103	33	46	91	23	72	171	84	172	105	76
ATG101	641	635	457	444	509	944	668	399	770	469	294	2247	512	565	706	404
ATG12	335	691	469	830	598	425	260	188	702	432	608	1035	489	811	757	647
ATG13	1797	1344	968	1352	1397	1720	1349	1429	2996	3739	3628	3923	1632	3369	2672	2926
ATG14	3555	1080	900	1671	956	1111	519	327	1227	7219	5081	1002	808	1209	2293	3375
ATG16L1	266	405	282	629	350	343	106	42	180	173	497	291	252	654	277	406
ATG16L2	1614	259	241	170	285	1673	162	336	392	90	238	5625	337	763	252	244
ATG2A	563	525	592	937	710	1923	559	488	1579	4045	2455	1416	948	1366	1407	1826
ATG2B	192	408	334	818	431	341	182	96	626	1218	1725	466	566	1328	1024	1060
ATG3	126	1450	1165	2076	1530	1301	693	465	2233	1265	2530	2193	1719	4884	3022	2335
ATG4A	489	403	484	779	528	1219	636	818	1912	1716	2549	1546	1021	2739	1745	1722
ATG4B	2897	986	797	1582	1140	1891	2061	2202	3891	1024	1472	4939	2077	2995	2537	2153
ATG4C	10	194	215	236	228	133	57	40	188	54	180	427	165	290	285	193
ATG4D	258	427	487	1124	602	862	464	321	1712	2599	3237	1510	1515	2290	1999	2543
ATG5	131	647	413	666	541	388	168	69	408	284	458	650	341	593	611	503
ATG7	423	338	251	280	317	635	420	394	754	167	344	2126	401	592	531	343
ATG9A	2628	1315	1451	2185	1721	3244	2857	4092	6527	8941	6788	5611	3178	5041	5777	5662
ATG9B	66	44	37	39	43	17	1	1	8	9	4	7	10	15	10	5
ATHL1	2791	242	142	155	82	665	32	38	64	40	17	692	28	150	36	29
ATIC	3294	2471	1612	2230	2140	1792	1131	462	1587	316	513	3143	1278	1589	1232	881
ATL1	0	19	8	8	12	15	1	2	8	5	3	13	8	16	9	4
ATL2	398	616	425	1074	618	387	161	212	557	663	1427	637	535	1302	1099	1442
ATL3	695	1021	694	989	937	670	257	203	918	280	959	1145	701	1602	1088	880
ATM	198	428	423	532	411	251	58	47	193	47	199	310	168	416	243	170
ATMIN	279	482	322	478	401	374	192	95	478	244	423	757	400	569	647	479
ATN1	509	1328	779	2145	916	1075	187	106	437	288	840	461	682	1048	413	661
ATOH1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ATOH7	18	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0
ATOH8	12	0	0	0	3	92	0	8	0	3	1	80	3	3	2	0
ATOX1	2359	581	494	556	579	1050	993	870	1403	231	236	3607	703	785	786	436
ATP10A	25	0	0	3	9	5	6	1	3	2	7	142	5	8	2	1
ATP10B	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ATP10D	7	24	47	31	47	108	0	1	3	1	18	107	10	17	17	11
ATP11A	38	479	288	346	356	196	33	9	75	50	88	90	111	220	155	107
ATP11A-AS1	0	1	3	3	0	1	2	1	1	0	0	4	1	2	3	0
ATP11AUN	0	1	0	0	1	0	0	0	2	1	0	0	1	0	1	0
ATP11B	116	1199	991	1216	1191	486	185	154	589	487	1728	906	932	3054	1126	915
ATP11C	67	234	125	180	197	73	33	15	111	44	208	148	134	270	162	135
ATP12A	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ATP13A1	4710	1289	837	1777	1099	1469	751	569	1279	319	720	3572	701	1469	735	733
ATP13A2	496	425	301	358	411	858	89	66	170	54	82	656	240	336	143	142
ATP13A3	319	1286	719	1376	1005	367	233	131	651	243	971	918	749	1929	1138	718
ATP13A4	35	7	10	10	11	11	8	6	25	11	10	35	13	15	9	16
ATP13A4-AS1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
ATP13A5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ATP13A5-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ATP1A1	1418	3528	2655	3778	4077	4071	1448	966	4432	1799	4912	4288	3630	5708	4632	4586
ATP1A1-AS1	66	23	38	35	47	39	4	13	45	13	26	37	34	35	44	31
ATP1A2	43	2	3	4	3	6	8	38	19	6	8	38	7	13	11	5
ATP1A3	10	3	4	1	2	22	0	0	0	1	3	4	2	17	2	0
ATP1A4	0	0	1	0	2	1	0	0	0	3	0	1	0	1	3	0
ATP1B1	0	55	42	91	38	46	14	1	33	14	26	118	32	46	29	19
ATP1B2	103	174	329	1337	560	310	891	892	3755	1366	4872	1898	2722	4986	3230	4402
ATP1B3	1774	1219	857	1479	1066	1547	1036	633	3193	890	2335	3686	1978	4133	3401	2378
ATP1B4	36	43	29	41	69	19	8	13	15	24	17	33	10	10	11	21
ATP2A1	77	24	20	75	34	64	14	12	58	16	46	41	46	87	30	29
ATP2A1-AS1	211	21	28	45	21	35	54	36	113	17	30	68	70	78	60	30
ATP2A2	240	2139	1073	1699	1537	780	109	56	259	143	702	708	459	708	497	457
ATP2A3	6463	725	316	616	569	3400	86	439	90	34	63	5125	113	290	67	43
ATP2B1	241	393	199	541	264	127	163	98	305	287	784	480	260	1141	419	358
ATP2B2	5	19	4	1	14	3	0	0	1	3	0	1	2	4	0	2
ATP2B2-IT2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ATP2B3	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0
ATP2B4	1005	973	832	1021	990	871	383	274	1009	209	1083	1617	339	1998	913	639
ATP2C1	294	1161	711	1183	1125	703	190	106	575	297	1310	828	597	1447	874	893
ATP2C2	0	1	0	4	3	3	0	0	1	0	0	2	0	1	0	0
ATP4A	0	0	0	1	0	0	0	0	0	0	0	24	0	3	0	1
ATP4B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ATP5A1	3957	10086	8367	7907	9882	7108	5474	2484	12255	3002	6419	16915	8885	13058	10843	7870
ATP5B	5518	13669	10575	10045	12731	10655	4817	3147	12962	6261	11875	19338	10672	21065	13424	12607
ATP5C1	3045	3526	2619	4208	3441	2431	769	314	1953	715	1514	4299	1847	2942	2436	1828
ATP5D	12192	2395	2000	3425	2484	4155	8525	9007	9736	2086	1893	9910	4665	4528	4953	3464
ATP5E	966	1017	982	1819	1297	2129	4372	3618	10313	3922	3742	12941	4863	5876	8095	5882
ATP5EP2	1	11	6	24	16	12	118	191	274	103	72	293	92	180	205	88
ATP5F1	357	2861	2166	3106	2744	1993	783	386	2263	1114	1843	3881	1875	3544	2906	2071
ATP5G1	4735	1749	1533	1972	1656	1881	1760	969	2674	338	578	4616	1766	2848	2215	1229
ATP5G2	7698	4827	3893	5678	4557	5730	2462	1238	4816	915	1802	14686	3534	7127	3953	2526
ATP5G3	333	4971	3842	5451	4721	3549	945	478	2775	671	2030	5635	2995	4345	3683	2557
ATP5H	4119	1925	1612	3337	1986	2451	1217	613	4016	1339	2086	5346	2624	3734	4188	2920
ATP5I	33433	1459	1286	3052	1615	2345	3940	3381	5639	923	925	10829	2506	3082	3716	1846
ATP5J	1675	1508	1217	2390	1663	1652	996	616	2388	765	1193	4683	1688	2175	2486	1782
ATP5J2	5062	2031	1826	4102	2126	3219	2553	2091	5190	1983	2185	7034	3560	4621	5146	3332
ATP5J2-PTCD1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ATP5L	2958	2189	1984	4687	2496	3080	2505	1572	6647	3437	3557	10283	4094	5667	6759	4585
ATP5L2	1	1	1	2	0	1	2	2	3	4	4	8	1	2	4	3
ATP5O	4579	3431	2918	4462	3700	3769	3625	2920	8723	2072	3093	13745	4836	8126	6711	4608
ATP5S	67	184	162	338	180	148	93	77	355	226	292	299	170	336	345	298
ATP5SL	724	908	667	866	844	760	233	199	685	207	516	1291	593	894	669	608
ATP6AP1	7542	2507	1839	1724	2088	6564	1348	1122	2720	1683	2519	10750	2097	3883	3147	2660
ATP6AP1L	37	16	24	32	32	54	31	27	79	19	32	130	83	118	40	26
ATP6AP2	240	1140	801	1343	1008	948	396	246	1365	747	1544	3362	1021	1703	1643	1367
ATP6V0A1	4598	1229	1072	1904	1502	3376	4210	5314	7795	3636	4494	9021	3417	7611	4752	4955
ATP6V0A2	1136	871	567	742	585	679	220	183	574	178	466	1368	389	635	571	484
ATP6V0A4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ATP6V0B	8732	1990	1520	2595	2089	5470	2915	3069	4749	3513	3943	12612	3691	4748	5447	4707
ATP6V0C	5165	3671	2889	4625	3896	9105	2671	2126	4854	8665	6406	9884	3903	4893	5312	6243
ATP6V0CP3	0	0	1	3	0	0	0	0	0	1	1	0	0	0	0	0
ATP6V0D1	1771	3633	2766	1939	3179	5693	4824	4710	8894	2941	2875	12080	4396	5925	6944	5712
ATP6V0D2	35	5	5	1	4	38	8	2	5	4	10	7	10	48	14	9
ATP6V0E1	4206	1949	1387	2101	1674	3607	773	421	1500	2382	1748	5967	1228	2274	2291	2225
ATP6V0E2	703	309	277	339	219	414	34	38	112	17	37	108	91	143	84	80
ATP6V0E2-AS1	0	0	3	8	0	7	0	0	0	0	0	2	3	1	2	0
ATP6V1A	90	917	663	970	937	625	357	246	1232	1373	1995	1884	1141	1776	2400	1721
ATP6V1B1	5	1	2	1	3	0	0	0	1	4	0	0	1	2	1	1
ATP6V1B1-AS1	57	41	20	4	34	2	1	3	3	2	1	7	0	2	1	2
ATP6V1B2	2297	2360	1752	1567	2309	5873	921	544	2058	5601	5664	5609	1802	3901	4090	4474
ATP6V1C1	1930	1289	1035	2031	1233	1328	450	231	1107	2316	2156	1487	940	1945	1925	1705
ATP6V1C2	0	15	17	28	23	22	1	0	8	0	15	36	11	16	15	7
ATP6V1D	497	589	591	881	721	943	502	332	1298	1589	2059	1593	964	1922	2129	1876
ATP6V1E1	2423	2161	1597	2477	2161	3790	1522	1502	3778	3158	3101	6843	2524	4760	4277	3653
ATP6V1E2	13	16	12	21	17	27	8	3	16	6	6	61	11	35	12	10
ATP6V1F	1952	1070	850	1571	1164	3323	601	501	1299	388	767	2883	999	1412	1327	992
ATP6V1G1	1171	1327	910	1811	1252	1188	241	159	596	525	749	1650	675	1324	996	834
ATP6V1G2	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0
ATP6V1G2-DDX39B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ATP6V1G3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ATP6V1H	80	759	555	837	757	889	240	140	757	584	849	966	671	1256	1133	1031
ATP7A	110	268	240	362	356	183	148	131	537	871	1462	369	391	1198	960	877
ATP7B	47	444	247	506	474	285	47	27	143	105	333	256	217	692	275	325
ATP8A1	53	14	15	6	18	105	7	5	5	6	13	361	11	75	16	10
ATP8A2	0	1	1	0	1	1	0	0	0	0	0	1	0	2	0	1
ATP8B1	0	35	15	17	20	5	5	7	3	7	9	20	5	5	15	7
ATP8B2	84	354	243	568	218	146	12	12	15	65	82	84	31	23	45	30
ATP8B3	18	104	138	124	112	55	11	8	52	8	77	62	33	159	35	32
ATP8B4	218	106	63	30	65	601	25	27	7	10	30	2053	26	92	39	7
ATP8B5P	0	1	0	1	0	1	3	1	1	8	2	5	2	1	3	6
ATP9A	64	35	33	22	38	27	3	7	12	4	5	19	19	19	4	3
ATP9B	44	222	186	227	224	276	61	34	160	62	219	270	113	290	149	172
ATPAF1	650	1226	1019	1605	1327	787	901	633	2297	702	1370	2612	1629	3016	2328	1751
ATPAF2	412	294	312	370	417	496	326	252	729	167	319	851	521	898	612	447
ATPIF1	8963	2242	2006	5074	2924	3915	7354	5514	19731	2776	5271	15450	11254	21275	14223	6603
ATR	251	338	189	346	204	204	37	3	85	39	165	163	123	183	198	156
ATRAID	1272	995	848	895	1141	1354	220	196	516	168	446	2191	564	1206	632	496
ATRIP	1826	327	264	446	364	375	720	1014	1509	285	547	1489	858	1022	1018	729
ATRN	192	475	324	285	437	446	58	30	164	51	212	477	173	359	179	157
ATRNL1	0	1	0	2	2	0	1	0	3	0	5	5	2	6	4	1
ATRX	146	405	311	436	494	171	184	179	360	318	459	642	298	651	529	336
ATXN1	104	100	63	246	82	232	24	56	148	144	118	204	54	88	93	101
ATXN10	646	2002	1408	1603	1576	950	312	161	751	297	650	2020	814	1675	1039	985
ATXN1L	191	449	264	506	376	323	86	88	268	251	697	170	267	493	332	430
ATXN2	112	274	210	492	266	254	81	42	196	85	224	429	152	450	217	154
ATXN2L	549	2767	2064	4193	3079	3793	425	236	1443	977	3376	1210	1791	4622	1447	1954
ATXN3	364	361	262	433	324	311	107	90	282	344	340	540	222	496	381	289
ATXN3L	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ATXN7	199	273	137	289	202	144	80	61	263	505	567	409	180	396	406	336
ATXN7L1	136	120	69	99	116	104	18	13	41	38	36	98	28	42	40	38
ATXN7L2	221	180	142	217	169	115	24	9	75	66	73	133	69	79	72	61
ATXN7L3	614	1221	723	1378	958	1115	208	61	464	483	471	1272	494	827	527	517
ATXN7L3B	674	1104	753	1059	951	977	203	162	804	415	1021	1397	651	1421	940	928
ATXN8OS	345	66	61	146	37	66	0	0	0	4	0	27	10	27	20	10
AUH	10	122	98	116	122	96	6	2	43	93	134	42	58	196	94	83
AUNIP	142	287	150	444	265	199	176	127	461	103	365	503	381	827	499	381
AUP1	11884	2487	1855	4579	2612	3646	1945	1395	4544	1629	3306	6178	3567	6223	3868	3905
AURKA	1397	1000	883	2424	1232	943	839	792	2642	933	3479	2350	1466	4030	2682	2226
AURKAIP1	9893	1872	1546	3173	1851	2799	5709	4477	7116	1922	1833	9899	4230	3867	4580	3185
AURKAPS1	50	11	9	38	13	46	7	4	49	20	48	15	56	19	57	48
AURKB	2483	1200	1148	2884	1577	1967	2322	2594	7340	1398	4034	4862	3540	7375	4883	4088
AURKC	9	9	11	24	8	11	7	2	17	7	18	29	14	45	13	11
AUTS2	1	8	5	2	5	17	1	1	2	0	1	14	1	5	5	1
AVEN	431	341	230	394	272	204	152	101	244	52	95	376	256	262	215	183
AVIL	9	22	13	54	15	19	2	1	5	3	12	5	9	10	3	9
AVL9	361	685	481	622	532	391	118	92	421	231	456	769	301	668	510	462
AVP	24	0	0	0	0	84	1	12	4	0	0	326	1	2	0	0
AVPI1	277	440	204	314	314	232	72	30	196	58	65	304	104	202	128	81
AVPR1A	33	6	3	13	4	7	8	9	8	9	6	17	5	7	7	4
AVPR1B	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0
AVPR2	0	1	1	6	1	5	0	0	0	0	0	14	1	0	0	0
AWAT1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AWAT2	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
AXDND1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1
