"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23"
"NDUFAF7",6.5961910286417,6.16761816072358,6.29831699678739,6.12356885015876,6.36905687207463,6.71537154349817,6.06839273204358,6.21619418553197,6.18590242348044,6.09642882124342,6.36205162622748,5.96554127635456,6.33421472230114,5.7238456211901,6.39862973331134,6.03876350463029,6.2452136915599,6.00371765709021,5.67618670654015,6.38976480934349,6.15109442937881,5.77248437255699,6.24600029649463
"RBM5",10.4514117464572,10.3366237211921,10.2834900326847,10.118836280452,10.2716815671658,10.6003371645646,10.1830806301896,10.156151838298,10.1038584145278,10.2224874037594,10.428006509176,9.96269936254861,10.124115201196,10.5547614955667,10.3871960918656,10.2935838185309,10.4566095140874,10.2735714451367,10.0819229931267,9.89178282453335,10.1590799822589,9.98449388683118,10.1788928644047
"MTMR7",3.07231208120853,3.52880966563589,3.07231208120853,3.07231208120853,3.07231208120853,3.07231208120853,3.07231208120853,3.07231208120853,3.07231208120853,3.07231208120853,3.07231208120853,3.07231208120853,3.07231208120853,3.07231208120853,4.09558811917395,3.07231208120853,3.07231208120853,3.07231208120853,3.07231208120853,3.07231208120853,3.48173419913513,3.07231208120853,3.07231208120853
"SLC7A2",3.07231208120853,3.07231208120853,3.07231208120853,3.07231208120853,3.07231208120853,3.07231208120853,3.07231208120853,3.07231208120853,3.07231208120853,3.07231208120853,3.07231208120853,3.07231208120853,3.07231208120853,3.07231208120853,3.07231208120853,3.07231208120853,3.07231208120853,3.07231208120853,3.07231208120853,3.07231208120853,3.07231208120853,3.70250385268275,3.07231208120853
"ARF5",10.1837545200092,9.39112533794742,8.64055343443062,9.05140485012875,8.20586781664152,9.0226724650739,8.62455526739876,8.806793538134,8.77933743139363,8.99251817238923,9.22723854500231,9.16728600614354,8.67611604688444,9.03411831164827,8.67315171833708,8.94147795744142,9.03370941768349,9.32912035597456,8.99652649756377,9.26047095671041,9.21842999713404,8.8789581339887,8.46309415656206
"SARM1",6.26695424490326,6.9353832494833,7.65246211446457,6.67323354183178,7.26879546751873,6.43756097615191,7.12925388949434,7.40276463713341,7.24713567389764,7.17756177970073,7.11995211401822,6.68718267071606,7.55613933383706,7.33717633884364,7.29970493043052,7.29660981647794,7.08998475401252,6.86305119990194,7.0527398254574,7.1135611846426,7.24207699942255,7.30595269637235,7.50572386009025
"POLDIP2",8.10670426891606,8.29376849841579,8.52655468037832,8.3289551623604,7.88243759764591,8.38811454933868,9.27326778118248,8.58152386264448,8.95288969110539,8.30180601354365,8.04943381429707,8.91586996311323,8.70838484163218,8.44182354250119,8.52111400259047,8.32300811109977,8.26305058881253,8.38243846657756,8.68357989051131,8.62210972193569,8.1869213038597,8.7564342148212,8.45845530706916
"PLXND1",7.60649189249245,8.38093383829507,7.5615306211001,8.53969477301816,7.52137518982145,9.09779047840131,8.38361113988215,8.10138654372282,8.63828574041949,7.77921579841792,8.71751672647703,8.54164257971469,7.22680744370154,8.47167472821628,8.16392526561406,7.86398559766088,7.65094785500088,8.52732176789774,8.3760064198337,7.76421191142354,7.72472507080802,8.15797710284119,7.47844466148538
"AK2",8.86544052047944,9.20642154831879,8.85365007555958,9.03295729553362,8.69152887064237,8.64446384524098,8.68308768134842,9.09917156929966,8.97145689896636,8.85492606486334,9.22160752639438,8.93077445880754,8.97028080449165,8.72987979345738,9.11620637845251,8.98032295009753,8.98855595517279,9.23733963174456,9.1618353010715,8.81497568294729,8.72022374430005,9.23579404598572,9.0238364231371
"CD38",7.47364262705762,7.97107076900611,7.97186435451041,7.75025514693599,8.52779784540348,6.89066251854232,7.31039010560219,7.40941282502399,7.67365685591987,8.05554641974892,7.77555045556401,7.86914318347985,7.58626571246603,7.63770505737218,7.62462686734357,8.94147795744142,8.34213701915956,7.46901892402352,8.12711896672911,8.99276932652946,7.48167920609464,8.40715739856138,7.53249467393844
